单词	发音	词性 中文释义	英文释义: 示例短语	补充内容	笔记
vi·rus	/ˈvaɪərəs/	n. 病毒	infectious agent: a computer virus	【同】infectious agent【词根】virus 'poison'	
vi·sa	/ˈviːzə/	n. 签证	permit: get a visa	【词根】vis 'see' + -a	
vis·it	/ˈvɪzɪt/	v. 参观	tour: visit a museum	【联想】visitor 参观者【词根】vis 'see' + -it	
vis·it·or	/ˈvɪzɪtər/	n. 访客	guest: a welcome visitor	【联想】visit 参观【词根】vis 'see' + -itor	
vi·su·al	/ˈvɪʒuəl/	a. 视觉的	optical: visual effects	【同】optical 【词根】vis 'see' + -ual【联想】vision 视觉，visible 可见的	
vi·tal	/ˈvaɪtəl/	a. 至关重要的	important: a vital organ	【词根】vit 'life' + -al	
viv·id	/ˈvɪvɪd/	a. 生动的	lively: a vivid description	【词根】viv 'live' + -id	
vo·cab·u·la·ry	/vəˈkæbjələri/	n. 词汇	words: enlarge one's vocabulary	【词根】voc 'word' + -abul + -ary【联想】word 单词，voice 声音，词根 voc 喊【搭配】enlarge one's vocabulary【辨析】word 单词(可数)；vocabulary 词汇(不可数)	
voice	/vɔɪs/	n. 说话声，嗓音	sound: raise one's voice	【联想】vocal 声音的，vocabulary 词汇，词根 voc 喊【词根】voice 'voice'【辨析】sound 声音(泛指)；voice 嗓音；noise 噪音	
vol·ca·no	/vɒlˈkeɪnəʊ/	n. 火山	mountain: a sleeping volcano	【联想】volcanic 火山的【词根】volcan 'Vulcan'	
vol·ley·ball	/ˈvɒlibɔːl/	n. 排球	sport: play volleyball	【联想】volley 截击，ball 球	
vol·un·ta·ry	/ˈvɒləntəri/	a. 自愿的	done by choice, optional: a voluntary activity	【联想】volunteer 自愿【词根】volunt 'will' + -ary	
vol·un·teer	/ˌvɒlənˈtɪər/	v. 自愿 n. 志愿者	helper: a volunteer worker	【联想】voluntary 自愿的【词根】volunt 'will' + -eer	
vote	/vəʊt/	v. 投票	ballot: cast a vote	【联想】voter 投票者【词根】vote 'vow'	
voy·age	/ˈvɔɪɪdʒ/	n. 航行	journey: go on a voyage	【联想】journey 旅程，航行【词根】voy 'way' + -age	
wag	/wæɡ/	vt. 摇摆（尾巴）	move side to side: wag the tail	【同】move side to side	
wage	/weɪdʒ/	n. 工资	payment: earn a wage	【同】salary【词组】earn a wage【联想】同义 salary 薪水	
waist	/weɪst/	n. 腰部	middle part of body: put one's hands on the waist	【同】middle part of body	
wait	/weɪt/	vi. 等待（+for）	await: wait for a bus	【联想】waiter 服务员，waitress 女服务员，waiting room 候诊室【词组】wait for 等待，wait on 服侍	
wait·er	/ˈweɪtər/	n. 服务员	server: a restaurant waiter	【联想】wait 等待，waitress 女服务员	
waiting room	/weɪt/	n. 候车室	lounge: in the waiting-room	【联想】wait 等待，room 房间	
wait·ress	/ˈweɪtrəs/	n. 女服务员	server: a hotel waitress	【联想】wait 等待，waiter 服务员	
wake	/weɪk/	vi. (woke, woken) 醒来	arise: wake up early	【同】arise 【词组】wake up 醒来,叫醒 【联想】awake 醒着的，woke 醒来【辨析】wake 醒来(v)；awake 醒着(adj)	
walk	/wɔːk/	vi. 步行	stroll: walk in the park	【同】march, stroll, trudge【联想】walker 步行者	
wall	/wɔːl/	n. 墙壁	barrier: a brick wall		
wal·let	/ˈwɒlɪt/	n. 钱包	purse: a leather wallet	【联想】同义 purse 钱包	
wal·nut	/ˈwɔːlnʌt/	n. 核桃	nut: a handful of walnuts	【联想】wal 外，nut 坚果	
wan·der	/ˈwɒndər/	vi. 漫游	roam: wander in the street	【同】STROLL, amble, saunter, walk【联想】形近 wonder 想知道【词根】wander 'wander'	
want	/wɒnt/	vt. 想要	desire: want a book	【同】DESIRE, wish for【词组】want to do 想要做，want sb to do 想要某人做【辨析】wish 祝愿；hope 希望；want 想要	
war	/wɔːr/	n. 战争	conflict: a world war	【反】peace	
ward	/wɔːd/	n. 病房；病室；行政区	department: a hospital ward		
ware	/weər/	n. 商品	goods: kitchen ware	【联想】warehouse 仓库	
ware·house	/ˈweəhaʊs/	n. 仓库	storage: a big warehouse	【联想】ware 商品，house 房子	
warm	/wɔːm/	a. 温暖的	heated: feel warm	【反】cold冷的 【联想】warmth 温暖	
warmth	/wɔːmθ/	n. 温暖	heat: the warmth of the sun	【联想】warm 温暖的【词根】warm 'warm' + -th	
warn	/wɔːn/	vt. 警告	caution: warn someone of	【联想】warning 警告【词根】warn 'warn'【词组】warn sb of 警告某人，warn sb not to do 警告某人不要做【辨析】warn 警告；alarm 使惊恐	
wash	/wɒʃ/	v. 洗涤	clean: wash the dishes	【联想】washroom 洗手间，washer 洗衣机	
wash·room	/ˈwɒʃruːm/	n. 洗手间	bathroom: a public washroom	【联想】wash 洗，room 房间	
waste	/weɪst/	vt. 浪费	squander: waste time	【辨析】waste 浪费(doing)；spend 花费(on)	
watch	/wɒtʃ/	vt. 观看 n. 手表	observe: watch a movie	【词组】watch out 当心，watch TV 看电视【辨析】look 看(动作)；see 看见(结果)；watch 观看；notice 注意到	
wa·ter	/ˈwɔːtər/	n. 水	liquid: drink water	【联想】watermelon 西瓜，waterfall 瀑布	
wa·ter·mel·on	/ˈwɔːtəˌmelən/	n. 西瓜	melon: eat a watermelon	【联想】water 水，melon 瓜	
wave	/weɪv/	n. 波浪 v. 招手	surge: a big wave		
wax	/wæks/	n. 蜡	substance from bees: a piece of wax	【同】substance from bees	
way	/weɪ/	n. 路，方式	method: on the way to	【词组】in the way 挡道，on the way 在途中，in a way 在某种程度上，no way 不可能，by the way 顺便说【辨析】way 路/方法(抽象)；road 路(具体)	
we	/wiː/	pron. 我们	us: we are friends	【联想】us 我们，our 我们的	
weak	/wiːk/	a. 弱的	feeble: a weak voice	【反】strong 【联想】weakness 弱点，反义 strong 强壮的【辨析】weak 弱；feeble 虚弱(正式)	
weak·ness	/ˈwiːknəs/	n. 虚弱	frailty: a personal weakness	【联想】weak 虚弱的【词根】weak 'weak' + -ness	
wealth	/welθ/	n. 财富	fortune: accumulate wealth	【联想】wealthy 富有的【词根】wealth 'wealth'	
wealth·y	/ˈwelθi/	a. 富有的	rich: a wealthy family	【联想】wealth 财富【词根】wealth 'wealth' + -y	
wear	/weər/	vt. (wore, worn) 穿着	don: wear a coat	【同】don 【联想】wore 穿，worn 穿，underwear 内衣	
weath·er	/ˈweðər/	n. 天气	climate: the weather today	【联想】同义 climate 气候【词根】weather 'weather'【辨析】weather 天气(短期)；climate 气候(长期)	
web	/web/	n. 网络	network: a spider web	【联想】website 网站，名词 Internet 互联网【词根】web 'web'	
web·site	/ˈwebsaɪt/	n. 网站	site: visit a website	【联想】web 网，site 站点【词根】web 'web' + site 'site'	
wed·ding	/ˈwedɪŋ/	n. 婚礼	marriage: attend a wedding	【联想】marry 结婚，bride 新娘【词根】wed 'wed' + -ding	
Wednes·day	/ˈwenzdeɪ/	n. 星期三	Wednesday: on Wednesday	【联想】星期词	
weed	/wiːd/	n. 杂草	plant: pull out the weed	【联想】seaweed 海藻	
week	/wiːk/	n. 星期	period: last week	【联想】weekday 工作日，weekend 周末，weekly 每周的【词组】during the week 在工作日，last week 上周	
week·day	/ˈwiːkdeɪ/	n. 工作日	workday: a weekday activity	【联想】week 周，day 天【词根】week 'week' + day 'day'	
week·end	/ˌwiːkˈend/	n. 周末	holiday: on the weekend	【联想】week 周，end 末尾【词根】week 'week' + end 'end'	
week·ly	/ˈwiːkli/	a. 每周的	periodical: a weekly magazine	【联想】week 周【词根】week 'week' + -ly	
weep	/wiːp/	vi. (wept, wept) 哭泣	cry: weep with joy	【联想】cry 哭，同义 sob 抽泣	
weigh	/weɪ/	v. 称重，有…重	measure: weigh a package	【联想】weight 重量	
weight	/weɪt/	n. 重量	mass: lose weight	【联想】weigh 称重【词根】weigh 'weigh' + -t	
welcome	/ˈwelkəm/	vt. 欢迎	greet: welcome to our school		
wel·fare	/ˈwelfeər/	n. 福利	benefit: social welfare	【联想】welfare 福利【词根】wel 'well' + fare 'fare'	
well	/wel/	ad. (better, best) 好 n. 井	good: feel well	【联想】good 的副词【词组】as well 也，as well as 以及【辨析】well 好(adv/健康)；good 好(adj)	
well-known	/wel/	a. 有名的	famous: a well-known singer	【联想】well 好，known 知名的	
west	/west/	n. 西方	direction: in the west	【反】east 【联想】western 西部的	
west·ern	/ˈwestən/	a. 西部的	western style: western food	【联想】west 西方	
west·ward	/ˈwestwəd/	ad. 向西	toward the west: move westward	【联想】west 西	
westwards	/ˈwestwəd/	ad. 向西；向西的；朝西的	toward the west: travel westwards	【联想】westward 向西	
wet	/wet/	a. 湿的	not dry, damp: a wet towel	【反】dry 干的 【联想】反义 dry 干燥的	
whale	/weɪl/	n. 鲸鱼	mammal: a huge whale	【词根】whale 'whale'	
what	/wɒt/	pron. 什么	which: what do you want	【联想】whatever 无论什么	
what·ev·er	/wɒtˈevər/	pron. 无论什么	whichever: whatever you like	【联想】what 什么，ever 曾经	
wheat	/wiːt/	n. 小麦	seed of cereal: grow wheat	【联想】grain 谷粒	
wheel	/wiːl/	n. 轮子，车轮	rim: a car wheel		
when	/wen/	conj. 当...时候	while: when will you come	【联想】whenever 无论何时	
when·ev·er	/wenˈevər/	conj. 无论何时	anytime: whenever you need	【联想】when 何时，ever 曾经	
where	/weər/	conj. 在哪里	place: where are you going	【联想】wherever 无论哪里	
wher·ev·er	/weəˈrevər/	conj. 无论哪里	anywhere: wherever you go	【联想】where 哪里，ever 曾经	
wheth·er	/ˈweðər/	conj. 是否	if: whether it is true	【辨析】whether 是否(正式)；if 是否/如果(口语)	
which	/wɪtʃ/	pron. 哪个	what: which one do you like	【联想】whichever 无论哪个	
which·ev·er	/wɪˈtʃevər/	pron. 无论哪个	any: whichever you choose	【联想】which 哪个，ever 曾经	
while	/waɪl/	conj. 当...的时候	during: while I was reading	【词组】after a while 过一会儿，in a while 一会儿后	
whis·per	/ˈwɪspər/	v. 耳语	murmur: whisper to someone	【词根】whisper 'whisper'	
whis·tle	/ˈwɪsəl/	n. 口哨，吹口哨	blow: blow a whistle	【词根】whistle 'whistle'	
white	/waɪt/	a. 白色	pale: a white shirt	【联想】反义 black 黑色的	
who	/huː/	pron. 谁	which person: who is there	【联想】whom 谁，whose 谁的【例句】who is there	
whole	/həʊl/	a. 整个	entire: the whole story	【同】ENTIRE, complete, full【反】part【词组】as a whole 总体上【辨析】total 总计(数额)；whole 整个(完整)	
whom	/huːm/	pron. 谁（who的宾格）	who: to whom it may concern	【联想】who 谁	
whose	/huːz/	pron. 谁的	possessive: whose book is this	【联想】who 谁	
why	/waɪ/	ad. 为什么	reason: why are you late		
wide	/waɪd/	a. 宽的	broad，not narrow: a wide river	【联想】width 宽度，widen 加宽【辨析】wide 宽(距离)；broad 宽阔(幅面)	
wide·spread	/ˌwaɪdˈspred/	a. 广泛传播的	prevalent: widespread influence	【联想】wide 宽的，spread 传播【词根】wide 'wide' + spread 'spread'	
wid·ow	/ˈwɪdəʊ/	n. 寡妇	woman whose husband died: a poor widow	【同】woman whose husband died【词根】widow 'widow'	
wife	/waɪf/	n. 妻子	spouse: my wife is kind	【反】 husband 【联想】husband 丈夫	
wild	/waɪld/	a. 野生的	untamed: a wild animal	【反】tame 驯服的 【联想】wildlife 野生动物【搭配】wild animal	
wild·life	/ˈwaɪldlaɪf/	n. 野生动物	animals: protect wildlife	【联想】wild 野生的，life 生命【词根】wild 'wild' + life 'life'	
will	/wɪl/	v. 将要，助动词，表示一般将来时	shall: will you come	【联想】助动词 would 过去式，willing 愿意的	
will·ing	/ˈwɪlɪŋ/	a. 愿意的	ready: be willing to help	【词组】be willing to 【联想】助动词 will 将【词根】will 'will' + -ing	
win	/wɪn/	v. (won, won) 赢得	triumph: win a game	【反】lose, defeat. 【联想】winner 赢家，won 赢【辨析】win 赢(接比赛)；gain 获得；beat 打败(接人)	
wind	/wɪnd/	n. 风	breeze: a strong wind	【联想】各种风。微风，台风。【词组】wind up 结束，wind down 放松	
win·dow	/ˈwɪndəʊ/	n. 窗户	opening in a wall: open the window	【词根】wind 'wind' + ow 'eye'【联想】形近 wind 风	
wind·y	/ˈwɪndi/	a. 多风的	blustery: a windy day	【联想】wind 风	
wine	/waɪn/	n. 葡萄酒	vintage: drink wine		
wing	/wɪŋ/	n. 翅膀	flank: the wing of a bird		
win·ner	/ˈwɪnər/	n. 获胜者	champion: a game winner	【联想】win 赢【词根】win 'win' + -ner	
win·ter	/ˈwɪntər/	n. 冬天	season: in winter	【联想】季节词 summer 夏天	
wipe	/waɪp/	vt. 擦拭（桌子）	clean: wipe the table	【词组】 wipe the table 擦桌子	
wire	/waɪər/	n. 电线	cable: an electrical wire		
wis·dom	/ˈwɪzdəm/	n. 智慧	knowledge: show wisdom	【同】knowledge and good judgment 【联想】wise 明智的【词根】wise 'wise' + -dom	
wise	/waɪz/	a. 明智的	sensible: a wise decision	【例句】a wise old man【反】foolish【联想】wisdom 智慧【辨析】wise 明智；clever 聪明	
wish	/wɪʃ/	vt. 愿望	desire: wish you a good day	【同】DESIRE, want, hope for【备注】后面用虚拟语气【词组】wish sb to do 希望某人做，wish for 盼望【辨析】hope 希望(可能)；wish 祝愿(难实现)	
with	/wɪð/	prep. 和…一起	together: with a smile	【联想】within 在…内，without 没有	
with·draw	/wɪðˈdrɔː/	v. (withdrew, withdrawn) 提取，取钱，撤退	remove: withdraw money	【词根】with 'back' + draw 'draw'【联想】with 和，draw 拉【例句】He withdrew £100 from the bank.	
with·in	/wɪˈðɪn/	prep. 在...之内	inside: within a week	【联想】with 和，in 在…内	
with·out	/wɪˈðaʊt/	prep. 没有	not having, lacking: without any help	【联想】with 和，out 外	
wit·ness	/ˈwɪtnəs/	n. 目击者	person who saw something: witness an accident	【同】person who saw something【词根】wit 'know' + -ness	
wolf	/wʊlf/	n. 狼	canine: a fierce wolf		
wom·an	/ˈwʊmən/	n. (pl. women) 妇女	adult female: a young woman	【联想】复数 women 妇女	
won·der	/ˈwʌndər/	vt. 想知道 n. 奇迹	be curious about: wonder why	【联想】wonderful 精彩的【词根】wonder 'wonder'【辨析】wonder 惊奇；surprise 使惊讶	
won·der·ful	/ˈwʌndəfəl/	a. 精彩的	amazing: a wonderful trip	【联想】wonder 想知道【词根】wonder 'wonder' + -ful	
wood	/wʊd/	n. 木头	timber: a piece of wood	【联想】wooden 木制的	
wood·en	/ˈwʊdən/	a. 木制的	made of wood: a wooden chair	【词根】wood 'wood' + -en【联想】wood 木头	
wool	/wʊl/	n. 羊毛	fleece: a ball of wool	【联想】woolen 羊毛的【词根】wool 'wool'	
woolen	/ˈwʊlən/	a. 羊毛制的	made of wool: a woolen sweater	【词根】wool 'wool' + -en【联想】wool 羊毛，woollen 羊毛的【备注】美式拼写【例句】a woolen sweater	
wool·len	/ˈwʊlən/	a. 羊毛的；毛纺的	made of wool: a woollen coat	【联想】wool 羊毛，woolen 羊毛的【备注】英式拼写	
word	/wɜːd/	n. 单词	vocabulary: a new word	【联想】vocabulary 词汇【词组】in a word 总之，in other words 换句话说，keep one's word 守信【辨析】word 单词(可数)；vocabulary 词汇(不可数)	
work	/wɜːk/	v. & n. 工作	labor: go to work	【联想】worker 工人，homework 作业【词组】work on 从事，work out 解决，work hard 努力工作【辨析】job 工作(可数)；work 工作(不可数)；task 任务	
work·er	/ˈwɜːkər/	n. 工人	employee: a factory worker	【联想】work 工作	
world	/wɜːld/	n. 世界	earth: the whole world	【联想】worldwide 全世界的【词组】in the world 究竟，all over the world 全世界	
world·wide	/ˌwɜːldˈwaɪd/	a. 全世界的	global: worldwide fame	【联想】world 世界，wide 广泛的【词根】world 'world' + wide 'wide'	
worm	/wɜːm/	n. 蠕虫	long thin creature: a small worm	【同】long thin creature	
worn	/wɔːn/	a. 磨损的	damaged: a worn-out shoe	【同】damaged 【联想】wear 的过去分词【搭配】worn-out 磨损的	
wor·ried	/ˈwʌrid/	a. 担心的	anxious: look worried	【搭配】+ about【联想】worry 担心【词根】worry 'worry' + -ed	
wor·ry	/ˈwʌri/	v. 担忧	concern: worry about something	【联想】worried 担心的【词根】worry 'worry'	
worse	/wɜːs/	a. （bad 的比较级）更糟的	inferior: get worse	【联想】bad 的比较级，worst 最坏	
worst	/wɜːst/	a. （bad 的最高级）最糟的	poorest: the worst case	【联想】bad 的最高级，worse 更坏	
worth	/wɜːθ/	a. 值…钱的	value: worth the money	【词组】be worth (doing) 【联想】worthwhile 值得的，worthy 值得的【搭配】be worth doing【辨析】value 价值(n)；worth 值得(adj)	
worth·while	/ˌwɜːθˈwaɪl/	a. 值得做的	rewarding: a worthwhile experience	【联想】worth 值得的【词根】worth 'worth' + while 'while'	
wor·thy	/ˈwɜːði/	a. 值得尊敬的	deserving: a worthy cause	【联想】worth 值得的【词根】worth 'worth' + -y【辨析】worth 值得(doing)；worthy 值得(of)	
